=== 2026-01-31T05:18:32 doc_id=552 page=5 phase=pass1 steps=1404 min_openxml_idx=50 pdf_units=175 openxml_units=62 ===
[0] Block0 Char="1" PDF[0] -> U0(pdf_1) OX[387] -> U6(108240) | SKIP cross_page_backward: openxml_idx=6 < min_from_prev_page=50
[654] Block7 Char="a" PDF[663] -> U80(pdf_81) OX[6602] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[655] Block7 Char="l" PDF[664] -> U80(pdf_81) OX[6603] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[656] Block7 Char="a" PDF[665] -> U80(pdf_81) OX[6604] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[657] Block7 Char="m" PDF[666] -> U80(pdf_81) OX[6605] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[658] Block7 Char="k" PDF[667] -> U81(pdf_82) OX[6606] -> U60(108294) | MATCH new_assignment cnt:1
[659] Block7 Char="o" PDF[668] -> U81(pdf_82) OX[6607] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[660] Block7 Char="n" PDF[669] -> U81(pdf_82) OX[6608] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[661] Block7 Char="t" PDF[670] -> U81(pdf_82) OX[6609] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[662] Block7 Char="e" PDF[671] -> U81(pdf_82) OX[6610] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[663] Block7 Char="k" PDF[672] -> U81(pdf_82) OX[6611] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[664] Block7 Char="s" PDF[673] -> U81(pdf_82) OX[6612] -> U60(108294) | MATCH continue_existing_assignment cnt:7
[665] Block7 Char="p" PDF[674] -> U82(pdf_83) OX[6613] -> U60(108294) | MATCH new_assignment cnt:1
[666] Block7 Char="e" PDF[675] -> U82(pdf_83) OX[6614] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[667] Block7 Char="n" PDF[676] -> U82(pdf_83) OX[6615] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[668] Block7 Char="e" PDF[677] -> U82(pdf_83) OX[6616] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[669] Block7 Char="l" PDF[678] -> U82(pdf_83) OX[6617] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[670] Block7 Char="i" PDF[679] -> U82(pdf_83) OX[6618] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[671] Block7 Char="t" PDF[680] -> U82(pdf_83) OX[6619] -> U60(108294) | MATCH continue_existing_assignment cnt:7
[672] Block7 Char="i" PDF[681] -> U82(pdf_83) OX[6620] -> U60(108294) | MATCH continue_existing_assignment cnt:8
[673] Block7 Char="a" PDF[682] -> U82(pdf_83) OX[6621] -> U60(108294) | MATCH continue_existing_assignment cnt:9
[674] Block7 Char="n" PDF[683] -> U82(pdf_83) OX[6622] -> U60(108294) | MATCH continue_existing_assignment cnt:10
[675] Block7 Char="i" PDF[684] -> U83(pdf_84) OX[6623] -> U60(108294) | MATCH new_assignment cnt:1
[676] Block7 Char="n" PDF[685] -> U83(pdf_84) OX[6624] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[677] Block7 Char="i" PDF[686] -> U83(pdf_84) OX[6625] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[678] Block7 Char="," PDF[687] -> U83(pdf_84) OX[6626] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[679] Block7 Char="t" PDF[688] -> U84(pdf_85) OX[6627] -> U60(108294) | MATCH new_assignment cnt:1
[680] Block7 Char="e" PDF[689] -> U84(pdf_85) OX[6628] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[681] Block7 Char="k" PDF[690] -> U84(pdf_85) OX[6629] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[682] Block7 Char="n" PDF[691] -> U84(pdf_85) OX[6630] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[683] Block7 Char="i" PDF[692] -> U84(pdf_85) OX[6631] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[684] Block7 Char="k" PDF[693] -> U84(pdf_85) OX[6632] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[685] Block7 Char="p" PDF[694] -> U85(pdf_86) OX[6633] -> U60(108294) | MATCH new_assignment cnt:1
[686] Block7 Char="r" PDF[695] -> U85(pdf_86) OX[6634] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[687] Block7 Char="o" PDF[696] -> U85(pdf_86) OX[6635] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[688] Block7 Char="m" PDF[697] -> U85(pdf_86) OX[6636] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[689] Block7 Char="p" PDF[698] -> U85(pdf_86) OX[6637] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[690] Block7 Char="t" PDF[699] -> U85(pdf_86) OX[6638] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[691] Block7 Char="e" PDF[700] -> U86(pdf_87) OX[6639] -> U60(108294) | MATCH new_assignment cnt:1
[692] Block7 Char="n" PDF[701] -> U86(pdf_87) OX[6640] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[693] Block7 Char="g" PDF[702] -> U86(pdf_87) OX[6641] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[694] Block7 Char="i" PDF[703] -> U86(pdf_87) OX[6642] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[695] Block7 Char="n" PDF[704] -> U86(pdf_87) OX[6643] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[696] Block7 Char="e" PDF[705] -> U86(pdf_87) OX[6644] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[697] Block7 Char="e" PDF[706] -> U86(pdf_87) OX[6645] -> U60(108294) | MATCH continue_existing_assignment cnt:7
[698] Block7 Char="r" PDF[707] -> U86(pdf_87) OX[6646] -> U60(108294) | MATCH continue_existing_assignment cnt:8
[699] Block7 Char="i" PDF[708] -> U86(pdf_87) OX[6647] -> U60(108294) | MATCH continue_existing_assignment cnt:9
[700] Block7 Char="n" PDF[709] -> U86(pdf_87) OX[6648] -> U60(108294) | MATCH continue_existing_assignment cnt:10
[701] Block7 Char="g" PDF[710] -> U86(pdf_87) OX[6649] -> U60(108294) | MATCH continue_existing_assignment cnt:11
[702] Block7 Char="d" PDF[711] -> U87(pdf_88) OX[6650] -> U60(108294) | MATCH new_assignment cnt:1
[703] Block7 Char="i" PDF[712] -> U87(pdf_88) OX[6651] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[704] Block7 Char="g" PDF[713] -> U87(pdf_88) OX[6652] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[705] Block7 Char="u" PDF[714] -> U87(pdf_88) OX[6653] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[706] Block7 Char="n" PDF[715] -> U87(pdf_88) OX[6654] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[707] Block7 Char="a" PDF[716] -> U87(pdf_88) OX[6655] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[708] Block7 Char="k" PDF[717] -> U87(pdf_88) OX[6656] -> U60(108294) | MATCH continue_existing_assignment cnt:7
[709] Block7 Char="a" PDF[718] -> U87(pdf_88) OX[6657] -> U60(108294) | MATCH continue_existing_assignment cnt:8
[710] Block7 Char="n" PDF[719] -> U87(pdf_88) OX[6658] -> U60(108294) | MATCH continue_existing_assignment cnt:9
[711] Block7 Char="u" PDF[720] -> U88(pdf_89) OX[6659] -> U60(108294) | MATCH new_assignment cnt:1
[712] Block7 Char="n" PDF[721] -> U88(pdf_89) OX[6660] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[713] Block7 Char="t" PDF[722] -> U88(pdf_89) OX[6661] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[714] Block7 Char="u" PDF[723] -> U88(pdf_89) OX[6662] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[715] Block7 Char="k" PDF[724] -> U88(pdf_89) OX[6663] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[716] Block7 Char="m" PDF[725] -> U89(pdf_90) OX[6664] -> U60(108294) | MATCH new_assignment cnt:1
[717] Block7 Char="e" PDF[726] -> U89(pdf_90) OX[6665] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[718] Block7 Char="n" PDF[727] -> U89(pdf_90) OX[6666] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[719] Block7 Char="g" PDF[728] -> U89(pdf_90) OX[6667] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[720] Block7 Char="o" PDF[729] -> U89(pdf_90) OX[6668] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[721] Block7 Char="n" PDF[730] -> U89(pdf_90) OX[6669] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[722] Block7 Char="v" PDF[731] -> U89(pdf_90) OX[6670] -> U60(108294) | MATCH continue_existing_assignment cnt:7
[723] Block7 Char="e" PDF[732] -> U89(pdf_90) OX[6671] -> U60(108294) | MATCH continue_existing_assignment cnt:8
[724] Block7 Char="r" PDF[733] -> U89(pdf_90) OX[6672] -> U60(108294) | MATCH continue_existing_assignment cnt:9
[725] Block7 Char="s" PDF[734] -> U89(pdf_90) OX[6673] -> U60(108294) | MATCH continue_existing_assignment cnt:10
[726] Block7 Char="i" PDF[735] -> U89(pdf_90) OX[6674] -> U60(108294) | MATCH continue_existing_assignment cnt:11
[727] Block7 Char="h" PDF[736] -> U90(pdf_91) OX[6675] -> U60(108294) | MATCH new_assignment cnt:1
[728] Block7 Char="a" PDF[737] -> U90(pdf_91) OX[6676] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[729] Block7 Char="s" PDF[738] -> U90(pdf_91) OX[6677] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[730] Block7 Char="i" PDF[739] -> U90(pdf_91) OX[6678] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[731] Block7 Char="l" PDF[740] -> U90(pdf_91) OX[6679] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[732] Block7 Char="d" PDF[741] -> U91(pdf_92) OX[6680] -> U60(108294) | MATCH new_assignment cnt:1
[733] Block7 Char="e" PDF[742] -> U91(pdf_92) OX[6681] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[734] Block7 Char="t" PDF[743] -> U91(pdf_92) OX[6682] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[735] Block7 Char="e" PDF[744] -> U91(pdf_92) OX[6683] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[736] Block7 Char="k" PDF[745] -> U91(pdf_92) OX[6684] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[737] Block7 Char="s" PDF[746] -> U91(pdf_92) OX[6685] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[738] Block7 Char="i" PDF[747] -> U91(pdf_92) OX[6686] -> U60(108294) | MATCH continue_existing_assignment cnt:7
[739] Block7 Char="k" PDF[748] -> U92(pdf_93) OX[6687] -> U60(108294) | MATCH new_assignment cnt:1
[740] Block7 Char="e" PDF[749] -> U92(pdf_93) OX[6688] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[741] Block7 Char="s" PDF[750] -> U92(pdf_93) OX[6689] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[742] Block7 Char="a" PDF[751] -> U92(pdf_93) OX[6690] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[743] Block7 Char="l" PDF[752] -> U92(pdf_93) OX[6691] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[744] Block7 Char="a" PDF[753] -> U92(pdf_93) OX[6692] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[745] Block7 Char="h" PDF[754] -> U92(pdf_93) OX[6693] -> U60(108294) | MATCH continue_existing_assignment cnt:7
[746] Block7 Char="a" PDF[755] -> U92(pdf_93) OX[6694] -> U60(108294) | MATCH continue_existing_assignment cnt:8
[747] Block7 Char="n" PDF[756] -> U92(pdf_93) OX[6695] -> U60(108294) | MATCH continue_existing_assignment cnt:9
[748] Block7 Char="f" PDF[757] -> U93(pdf_94) OX[6696] -> U60(108294) | MATCH new_assignment cnt:1
[749] Block7 Char="o" PDF[758] -> U93(pdf_94) OX[6697] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[750] Block7 Char="r" PDF[759] -> U93(pdf_94) OX[6698] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[751] Block7 Char="m" PDF[760] -> U93(pdf_94) OX[6699] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[752] Block7 Char="a" PDF[761] -> U93(pdf_94) OX[6700] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[753] Block7 Char="t" PDF[762] -> U93(pdf_94) OX[6701] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[754] Block7 Char="d" PDF[763] -> U94(pdf_95) OX[6702] -> U60(108294) | MATCH new_assignment cnt:1
[755] Block7 Char="o" PDF[764] -> U94(pdf_95) OX[6703] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[756] Block7 Char="k" PDF[765] -> U94(pdf_95) OX[6704] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[757] Block7 Char="u" PDF[766] -> U94(pdf_95) OX[6705] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[758] Block7 Char="m" PDF[767] -> U94(pdf_95) OX[6706] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[759] Block7 Char="e" PDF[768] -> U94(pdf_95) OX[6707] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[760] Block7 Char="n" PDF[769] -> U94(pdf_95) OX[6708] -> U60(108294) | MATCH continue_existing_assignment cnt:7
[761] Block7 Char="m" PDF[770] -> U95(pdf_96) OX[6709] -> U60(108294) | MATCH new_assignment cnt:1
[762] Block7 Char="e" PDF[771] -> U95(pdf_96) OX[6710] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[763] Block7 Char="n" PDF[772] -> U95(pdf_96) OX[6711] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[764] Block7 Char="j" PDF[773] -> U95(pdf_96) OX[6712] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[765] Block7 Char="a" PDF[774] -> U95(pdf_96) OX[6713] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[766] Block7 Char="d" PDF[775] -> U95(pdf_96) OX[6714] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[767] Block7 Char="i" PDF[776] -> U95(pdf_96) OX[6715] -> U60(108294) | MATCH continue_existing_assignment cnt:7
[768] Block7 Char="r" PDF[777] -> U96(pdf_97) OX[6716] -> U60(108294) | MATCH new_assignment cnt:1
[769] Block7 Char="e" PDF[778] -> U96(pdf_97) OX[6717] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[770] Block7 Char="k" PDF[779] -> U96(pdf_97) OX[6718] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[771] Block7 Char="o" PDF[780] -> U96(pdf_97) OX[6719] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[772] Block7 Char="m" PDF[781] -> U96(pdf_97) OX[6720] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[773] Block7 Char="e" PDF[782] -> U96(pdf_97) OX[6721] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[774] Block7 Char="n" PDF[783] -> U96(pdf_97) OX[6722] -> U60(108294) | MATCH continue_existing_assignment cnt:7
[775] Block7 Char="d" PDF[784] -> U96(pdf_97) OX[6723] -> U60(108294) | MATCH continue_existing_assignment cnt:8
[776] Block7 Char="a" PDF[785] -> U96(pdf_97) OX[6724] -> U60(108294) | MATCH continue_existing_assignment cnt:9
[777] Block7 Char="s" PDF[786] -> U96(pdf_97) OX[6725] -> U60(108294) | MATCH continue_existing_assignment cnt:10
[778] Block7 Char="i" PDF[787] -> U96(pdf_97) OX[6726] -> U60(108294) | MATCH continue_existing_assignment cnt:11
[779] Block7 Char="p" PDF[788] -> U97(pdf_98) OX[6727] -> U60(108294) | MATCH new_assignment cnt:1
[780] Block7 Char="e" PDF[789] -> U97(pdf_98) OX[6728] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[781] Block7 Char="r" PDF[790] -> U97(pdf_98) OX[6729] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[782] Block7 Char="b" PDF[791] -> U97(pdf_98) OX[6730] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[783] Block7 Char="a" PDF[792] -> U97(pdf_98) OX[6731] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[784] Block7 Char="i" PDF[793] -> U97(pdf_98) OX[6732] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[785] Block7 Char="k" PDF[794] -> U97(pdf_98) OX[6733] -> U60(108294) | MATCH continue_existing_assignment cnt:7
[786] Block7 Char="a" PDF[795] -> U97(pdf_98) OX[6734] -> U60(108294) | MATCH continue_existing_assignment cnt:8
[787] Block7 Char="n" PDF[796] -> U97(pdf_98) OX[6735] -> U60(108294) | MATCH continue_existing_assignment cnt:9
[788] Block7 Char="y" PDF[797] -> U98(pdf_99) OX[6736] -> U60(108294) | MATCH new_assignment cnt:1
[789] Block7 Char="a" PDF[798] -> U98(pdf_99) OX[6737] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[790] Block7 Char="n" PDF[799] -> U98(pdf_99) OX[6738] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[791] Block7 Char="g" PDF[800] -> U98(pdf_99) OX[6739] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[792] Block7 Char="k" PDF[801] -> U99(pdf_100) OX[6740] -> U60(108294) | MATCH new_assignment cnt:1
[793] Block7 Char="o" PDF[802] -> U99(pdf_100) OX[6741] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[794] Block7 Char="n" PDF[803] -> U99(pdf_100) OX[6742] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[795] Block7 Char="t" PDF[804] -> U99(pdf_100) OX[6743] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[796] Block7 Char="e" PDF[805] -> U99(pdf_100) OX[6744] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[797] Block7 Char="k" PDF[806] -> U99(pdf_100) OX[6745] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[798] Block7 Char="s" PDF[807] -> U99(pdf_100) OX[6746] -> U60(108294) | MATCH continue_existing_assignment cnt:7
[799] Block7 Char="t" PDF[808] -> U99(pdf_100) OX[6747] -> U60(108294) | MATCH continue_existing_assignment cnt:8
[800] Block7 Char="u" PDF[809] -> U99(pdf_100) OX[6748] -> U60(108294) | MATCH continue_existing_assignment cnt:9
[801] Block7 Char="a" PDF[810] -> U99(pdf_100) OX[6749] -> U60(108294) | MATCH continue_existing_assignment cnt:10
[802] Block7 Char="l" PDF[811] -> U99(pdf_100) OX[6750] -> U60(108294) | MATCH continue_existing_assignment cnt:11
[803] Block7 Char="," PDF[812] -> U99(pdf_100) OX[6751] -> U60(108294) | MATCH continue_existing_assignment cnt:12
[804] Block7 Char="t" PDF[813] -> U100(pdf_101) OX[6752] -> U60(108294) | MATCH new_assignment cnt:1
[805] Block7 Char="e" PDF[814] -> U100(pdf_101) OX[6753] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[806] Block7 Char="r" PDF[815] -> U100(pdf_101) OX[6754] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[807] Block7 Char="s" PDF[816] -> U100(pdf_101) OX[6755] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[808] Block7 Char="t" PDF[817] -> U100(pdf_101) OX[6756] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[809] Block7 Char="r" PDF[818] -> U100(pdf_101) OX[6757] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[810] Block7 Char="u" PDF[819] -> U100(pdf_101) OX[6758] -> U60(108294) | MATCH continue_existing_assignment cnt:7
[811] Block7 Char="k" PDF[820] -> U100(pdf_101) OX[6759] -> U60(108294) | MATCH continue_existing_assignment cnt:8
[812] Block7 Char="t" PDF[821] -> U100(pdf_101) OX[6760] -> U60(108294) | MATCH continue_existing_assignment cnt:9
[813] Block7 Char="u" PDF[822] -> U100(pdf_101) OX[6761] -> U60(108294) | MATCH continue_existing_assignment cnt:10
[814] Block7 Char="r" PDF[823] -> U100(pdf_101) OX[6762] -> U60(108294) | MATCH continue_existing_assignment cnt:11
[815] Block7 Char="," PDF[824] -> U100(pdf_101) OX[6763] -> U60(108294) | MATCH continue_existing_assignment cnt:12
[816] Block7 Char="d" PDF[825] -> U101(pdf_102) OX[6764] -> U60(108294) | MATCH new_assignment cnt:1
[817] Block7 Char="a" PDF[826] -> U101(pdf_102) OX[6765] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[818] Block7 Char="n" PDF[827] -> U101(pdf_102) OX[6766] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[819] Block7 Char="m" PDF[828] -> U102(pdf_103) OX[6767] -> U60(108294) | MATCH new_assignment cnt:1
[820] Block7 Char="u" PDF[829] -> U102(pdf_103) OX[6768] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[821] Block7 Char="d" PDF[830] -> U102(pdf_103) OX[6769] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[822] Block7 Char="a" PDF[831] -> U102(pdf_103) OX[6770] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[823] Block7 Char="h" PDF[832] -> U102(pdf_103) OX[6771] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[824] Block7 Char="d" PDF[833] -> U103(pdf_104) OX[6772] -> U60(108294) | MATCH new_assignment cnt:1
[825] Block7 Char="i" PDF[834] -> U103(pdf_104) OX[6773] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[826] Block7 Char="p" PDF[835] -> U103(pdf_104) OX[6774] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[827] Block7 Char="a" PDF[836] -> U103(pdf_104) OX[6775] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[828] Block7 Char="h" PDF[837] -> U103(pdf_104) OX[6776] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[829] Block7 Char="a" PDF[838] -> U103(pdf_104) OX[6777] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[830] Block7 Char="m" PDF[839] -> U103(pdf_104) OX[6778] -> U60(108294) | MATCH continue_existing_assignment cnt:7
[831] Block7 Char="i" PDF[840] -> U103(pdf_104) OX[6779] -> U60(108294) | MATCH continue_existing_assignment cnt:8
[832] Block7 Char="o" PDF[841] -> U104(pdf_105) OX[6780] -> U60(108294) | MATCH new_assignment cnt:1
[833] Block7 Char="l" PDF[842] -> U104(pdf_105) OX[6781] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[834] Block7 Char="e" PDF[843] -> U104(pdf_105) OX[6782] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[835] Block7 Char="h" PDF[844] -> U104(pdf_105) OX[6783] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[836] Block7 Char="p" PDF[845] -> U105(pdf_106) OX[6784] -> U60(108294) | MATCH new_assignment cnt:1
[837] Block7 Char="e" PDF[846] -> U105(pdf_106) OX[6785] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[838] Block7 Char="n" PDF[847] -> U105(pdf_106) OX[6786] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[839] Block7 Char="g" PDF[848] -> U105(pdf_106) OX[6787] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[840] Block7 Char="g" PDF[849] -> U105(pdf_106) OX[6788] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[841] Block7 Char="u" PDF[850] -> U105(pdf_106) OX[6789] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[842] Block7 Char="n" PDF[851] -> U105(pdf_106) OX[6790] -> U60(108294) | MATCH continue_existing_assignment cnt:7
[843] Block7 Char="a" PDF[852] -> U105(pdf_106) OX[6791] -> U60(108294) | MATCH continue_existing_assignment cnt:8
[844] Block7 Char="(" PDF[853] -> U106(pdf_107) OX[6792] -> U60(108294) | MATCH new_assignment cnt:1
[845] Block7 Char="m" PDF[854] -> U106(pdf_107) OX[6793] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[846] Block7 Char="a" PDF[855] -> U106(pdf_107) OX[6794] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[847] Block7 Char="h" PDF[856] -> U106(pdf_107) OX[6795] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[848] Block7 Char="a" PDF[857] -> U106(pdf_107) OX[6796] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[849] Block7 Char="s" PDF[858] -> U106(pdf_107) OX[6797] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[850] Block7 Char="i" PDF[859] -> U106(pdf_107) OX[6798] -> U60(108294) | MATCH continue_existing_assignment cnt:7
[851] Block7 Char="s" PDF[860] -> U106(pdf_107) OX[6799] -> U60(108294) | MATCH continue_existing_assignment cnt:8
[852] Block7 Char="w" PDF[861] -> U106(pdf_107) OX[6800] -> U60(108294) | MATCH continue_existing_assignment cnt:9
[853] Block7 Char="a" PDF[862] -> U106(pdf_107) OX[6801] -> U60(108294) | MATCH continue_existing_assignment cnt:10
[854] Block7 Char=")" PDF[863] -> U106(pdf_107) OX[6802] -> U60(108294) | MATCH continue_existing_assignment cnt:11
[855] Block7 Char="." PDF[864] -> U106(pdf_107) OX[6803] -> U60(108294) | MATCH continue_existing_assignment cnt:12
[856] Block7 Char="d" PDF[865] -> U107(pdf_108) OX[6804] -> U60(108294) | MATCH new_assignment cnt:1
[857] Block7 Char="e" PDF[866] -> U107(pdf_108) OX[6805] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[858] Block7 Char="n" PDF[867] -> U107(pdf_108) OX[6806] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[859] Block7 Char="g" PDF[868] -> U107(pdf_108) OX[6807] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[860] Block7 Char="a" PDF[869] -> U107(pdf_108) OX[6808] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[861] Block7 Char="n" PDF[870] -> U107(pdf_108) OX[6809] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[862] Block7 Char="d" PDF[871] -> U108(pdf_109) OX[6810] -> U60(108294) | MATCH new_assignment cnt:1
[863] Block7 Char="u" PDF[872] -> U108(pdf_109) OX[6811] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[864] Block7 Char="k" PDF[873] -> U108(pdf_109) OX[6812] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[865] Block7 Char="u" PDF[874] -> U108(pdf_109) OX[6813] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[866] Block7 Char="n" PDF[875] -> U108(pdf_109) OX[6814] -> U60(108294) | MATCH continue_existing_assignment cnt:5
[867] Block7 Char="g" PDF[876] -> U108(pdf_109) OX[6815] -> U60(108294) | MATCH continue_existing_assignment cnt:6
[868] Block7 Char="a" PDF[877] -> U108(pdf_109) OX[6816] -> U60(108294) | MATCH continue_existing_assignment cnt:7
[869] Block7 Char="n" PDF[878] -> U108(pdf_109) OX[6817] -> U60(108294) | MATCH continue_existing_assignment cnt:8
[870] Block7 Char="l" PDF[879] -> U109(pdf_110) OX[6818] -> U60(108294) | MATCH new_assignment cnt:1
[871] Block7 Char="l" PDF[880] -> U109(pdf_110) OX[6819] -> U60(108294) | MATCH continue_existing_assignment cnt:2
[872] Block7 Char="m" PDF[881] -> U109(pdf_110) OX[6820] -> U60(108294) | MATCH continue_existing_assignment cnt:3
[873] Block7 Char="," PDF[882] -> U109(pdf_110) OX[6821] -> U60(108294) | MATCH continue_existing_assignment cnt:4
[874] Block7 Char="s" PDF[883] -> U110(pdf_111) OX[6822] -> U60(108294) | MATCH new_assignment cnt:1
